time_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,battery[V],last_motion[s]
50.00,-2927,85,16564,-51,-54,-12,0.00,0.00
50.08,-2482,-171,16205,7,-35,-4,0.00,0.05
49.94,-1899,-1059,16504,17,-4,0,0.00,0.10
49.98,-791,-1091,16239,79,9,-3,0.00,0.15
50.02,-848,-480,16332,119,3,5,0.00,0.20
50.00,-2086,-1033,16165,100,9,-2,0.00,0.25
49.99,-1680,-168,16503,88,-25,-9,0.00,0.30
50.02,-1937,-185,16865,8,-15,-8,0.00,0.35
49.98,-1746,-351,16668,-10,-5,-4,0.00,0.40
50.00,-1615,-813,16663,21,-16,0,0.00,0.45
50.02,-1989,-646,16498,68,-2,17,0.00,0.50
49.98,-3241,-736,15926,84,1,22,0.00,0.55
49.98,-4114,-793,16348,28,-11,24,0.00,0.60
50.08,-4911,-1271,16146,-17,-22,31,0.00,0.65
49.94,-4199,-1415,16421,-33,-23,28,0.00,0.70
49.98,-3021,-683,15439,-24,-27,29,0.00,0.75
50.02,-1300,-370,17005,-34,-20,24,0.00,0.80
49.99,-2252,-1316,17460,-54,8,12,0.00,0.85
49.99,-947,-219,16192,-57,-3,6,0.00,0.90
50.02,2651,-681,16271,-63,-11,-10,0.00,0.95
50.00,2077,-355,17415,-90,-16,1,0.00,1.00
49.98,-346,218,16914,-18,12,-2,0.00,1.05
50.03,2933,-101,14453,41,-20,14,0.00,1.10
49.98,1424,959,16474,15,-44,18,0.00,0.00
50.00,762,321,17102,15,1,11,0.00,0.05
50.07,414,-317,16508,18,21,3,0.00,0.10
49.94,16,-222,16460,-1,18,4,0.00,0.15
49.98,701,722,16419,-6,-13,10,0.00,0.20
50.02,79,744,16616,20,10,8,0.00,0.25
49.98,885,-157,16520,12,-4,9,0.00,0.30
50.00,413,-161,16508,16,2,5,0.00,0.35
50.02,211,-209,16286,10,9,1,0.00,0.40
50.00,408,48,17134,20,5,4,0.00,0.45
49.99,-403,-161,16966,-10,7,-2,0.00,0.50
49.99,-227,115,17043,-16,3,4,0.00,0.55
50.03,-688,181,16850,-24,3,-2,0.00,0.60
49.98,-729,571,16656,2,1,-1,0.00,0.65
49.98,-684,-43,16746,-10,5,-4,0.00,0.70
50.09,-75,32,16610,-3,9,-2,0.00,0.75
49.94,-296,65,16180,6,12,-2,0.00,0.80
49.98,458,114,15812,25,11,-5,0.00,0.85
50.02,-38,232,16305,46,24,-3,0.00,0.90
50.00,-469,10,17170,34,23,-4,0.00,0.95
49.98,933,177,16339,21,8,-3,0.00,1.00
50.03,772,485,17004,7,12,-4,0.00,1.05
49.98,944,389,16842,-4,12,-7,0.00,1.10
50.00,1694,771,16848,-62,-9,-7,0.00,1.15
49.99,1649,875,16829,-87,-14,-3,0.00,1.20
50.03,1457,94,16690,-47,1,-5,0.00,1.25
49.98,1348,747,17889,-22,2,-2,0.00,1.30
49.98,3026,327,16774,-55,-16,-4,0.00,1.35
50.08,3421,689,16397,24,11,22,0.00,1.40
49.94,4134,2763,20211,35,99,58,0.00,1.45
49.98,3965,886,15798,130,56,3,0.00,0.00
50.02,3912,2097,15017,170,63,28,0.00,0.00
49.99,4781,3103,15711,142,33,5,0.00,0.00
49.98,4052,2252,17942,161,27,6,0.00,0.05
50.03,1747,-169,16661,82,12,-7,0.00,0.00
49.99,-2150,-1256,16584,-54,-29,-31,0.00,0.05
49.98,-3093,-700,16937,-142,-68,-43,0.00,0.10
50.03,-1696,-275,16394,-167,-77,-39,0.00,0.15
49.98,-1269,-497,16326,-153,-65,-39,0.00,0.20
50.06,-1364,219,16623,-114,-61,-34,0.00,0.25
49.94,-1198,198,16612,-71,-73,-37,0.00,0.30
49.98,-1690,-231,16461,-62,-46,-31,0.00,0.35
50.02,-2471,-1320,16768,-58,-45,-30,0.00,0.40
49.99,-2127,-409,16466,-91,-6,-32,0.00,0.45
49.98,-2187,-488,15842,-33,-31,-23,0.00,0.50
50.03,-2347,-596,15892,12,-4,-19,0.00,0.55
49.98,-3188,-620,15969,1,-14,-21,0.00,0.60
50.00,-3545,52,17008,-56,-21,-25,0.00,0.65
50.02,-3305,-664,16217,-109,-29,-34,0.00,0.70
49.99,-4799,127,16079,-53,-28,-23,0.00,0.75
49.99,-3956,-803,16150,-45,-25,-18,0.00,0.80
50.07,-2448,-1335,17811,13,8,-8,0.00,0.85
49.94,-330,667,17798,159,4,-1,0.00,0.00
49.99,-773,1395,18470,200,37,-10,0.00,0.05
50.02,2278,4393,22369,230,-2,5,0.00,0.10
49.98,-1202,4944,18939,155,8,2,0.00,0.00
50.00,526,-1607,18753,89,5,-4,0.00,0.05
50.02,-211,-841,16495,42,26,-15,0.00,0.10
50.00,1481,-1066,15305,22,-5,-8,0.00,0.00
49.98,1750,68,15250,-41,-34,1,0.00,0.00
50.02,508,-36,16671,-103,-9,-12,0.00,0.00
49.99,148,-224,16737,-110,-16,-8,0.00,0.05
49.99,648,385,16069,-103,-33,-6,0.00,0.10
50.08,694,613,16795,-76,-15,-8,0.00,0.15
49.94,856,326,16692,-41,-8,-3,0.00,0.20
49.90,546,310,16983,-39,-11,-6,0.00,0.25
50.12,240,48,16993,-47,-9,-10,0.00,0.30
49.98,-46,670,16987,-48,-14,-9,0.00,0.35
50.00,-549,-59,16630,-34,-3,-7,0.00,0.40
50.02,-256,-185,16780,-17,-2,-7,0.00,0.45
49.99,-45,4,16940,-4,1,-7,0.00,0.50
49.99,-779,-21,16740,-3,6,-5,0.00,0.55
50.02,-267,-105,16195,-16,4,-4,0.00,0.60
49.98,-93,-295,16272,-53,0,-7,0.00,0.65
49.99,212,-115,16680,-55,-3,-9,0.00,0.70
50.08,-135,-155,17144,-70,-12,-7,0.00,0.75
49.93,348,570,16495,-74,-5,-6,0.00,0.80
49.99,85,50,16667,-85,1,-9,0.00,0.85
50.02,147,606,16780,-79,-15,-6,0.00,0.90
49.99,463,633,17647,-106,-16,-5,0.00,0.95
49.98,838,477,15835,-75,1,-9,0.00,1.00
50.02,705,525,17113,16,5,0,0.00,0.00
50.00,1981,1024,16126,31,-4,3,0.00,0.05
49.99,1637,792,16474,14,15,0,0.00,0.10
50.02,1771,-347,16045,49,32,-1,0.00,0.15
49.99,1431,345,16827,124,37,0,0.00,0.20
49.98,1638,1725,16788,152,41,-4,0.00,0.25
50.09,4478,1344,17014,137,42,-6,0.00,0.30
49.93,3989,425,17733,129,102,5,0.00,0.35
49.99,5015,1595,16996,157,47,2,0.00,0.40
49.99,3613,1776,18612,145,42,2,0.00,0.45
50.03,3964,2285,16992,102,17,-5,0.00,0.00
50.00,3879,1378,17582,42,-9,-1,0.00,0.05
49.98,283,550,17524,13,-22,-5,0.00,0.10
50.02,-2173,-1425,16788,-3,-18,-17,0.00,0.15
49.98,-2712,-833,17179,-8,-30,-22,0.00,0.20
50.02,-1974,-820,16763,-8,-23,-19,0.00,0.25
49.98,-943,-230,16814,19,-19,-17,0.00,0.30
50.00,-810,-48,16835,-19,-20,-19,0.00,0.35
50.07,-1314,-180,16344,-36,-19,-21,0.00,0.40
49.94,-1544,-620,16645,-44,-37,-17,0.00,0.45
49.98,-1725,-241,16320,-75,-49,-27,0.00,0.50
50.03,-1691,-267,16524,-90,-38,-30,0.00,0.55
49.99,-1032,-143,16696,-99,-51,-32,0.00,0.60
49.98,-2646,-753,16662,-77,-30,-30,0.00,0.65
50.03,-4322,-1052,16757,-49,-32,-29,0.00,0.70
49.99,-4573,-816,17014,-51,-22,-29,0.00,0.75
49.99,-5110,-619,16665,-55,-8,-28,0.00,0.80
50.02,-3662,-381,16023,-51,-18,-20,0.00,0.85
49.98,-2366,-464,16344,-53,-5,-17,0.00,0.90
50.07,-2581,1467,15504,-21,7,-16,0.00,0.95
49.95,-1081,-534,17635,65,1,-9,0.00,1.00
49.97,1253,1049,17595,74,-17,-2,0.00,0.00
50.03,697,4344,21560,114,-19,9,0.00,0.05
49.98,432,5000,20751,186,-15,3,0.00,0.00
49.98,-203,-435,15389,106,4,4,0.00,0.00
50.00,1535,-500,16365,87,7,-1,0.00,0.00
50.02,870,183,16749,45,1,2,0.00,0.00
50.01,683,391,16100,13,5,-5,0.00,0.05
49.97,-242,-338,16886,6,19,-11,0.00,0.10
50.03,630,732,15905,43,1,-4,0.00,0.15
49.98,274,275,16606,39,14,-6,0.00,0.20
50.00,653,533,16709,46,9,-7,0.00,0.25
50.08,76,-85,16302,88,23,-9,0.00,0.30
49.93,738,682,16469,136,17,1,0.00,0.35
49.99,-3245,1251,14839,81,67,-23,0.00,0.40
50.01,-4584,1895,15431,80,168,-43,0.00,0.00
50.01,1899,-1084,16484,116,12,-2,0.00,0.05
49.98,951,1482,17708,43,18,-15,0.00,0.10
50.01,-369,514,16782,24,9,-9,0.00,0.00
50.01,2360,1371,15709,60,-19,1,0.00,0.05
49.98,963,2472,16019,80,-12,3,0.00,0.10
50.02,997,767,17852,66,1,5,0.00,0.15
49.98,701,-508,16296,47,3,1,0.00,0.00
50.00,1031,-1252,15547,47,12,-4,0.00,0.05
50.07,589,428,16903,25,-8,-7,0.00,0.10
49.94,689,-537,16507,-91,-8,-15,0.00,0.15
49.99,380,56,16284,-82,-26,-8,0.00,0.20
50.02,59,-169,16779,-120,-29,-10,0.00,0.25
49.98,-254,-328,16759,-188,-43,-17,0.00,0.30
50.00,-283,930,16950,-249,-62,-14,0.00,0.35
50.02,-318,-529,16329,-332,-71,-21,0.00,0.40
49.99,-781,-886,15822,-371,-69,-21,0.00,0.45
49.98,2084,-2132,13477,-127,4,-29,0.00,0.50
50.03,393,36,17609,71,6,6,0.00,0.00
49.99,247,268,15930,4,-6,-2,0.00,0.00
49.99,-695,-690,16839,-4,9,-9,0.00,0.05
50.08,-1034,520,17622,48,4,-5,0.00,0.10
49.93,-1965,-379,16566,45,18,-8,0.00,0.00
49.99,-1530,594,17046,77,25,-5,0.00,0.05
50.02,-429,-377,16113,83,20,-5,0.00,0.10
49.99,-187,106,16412,106,32,-2,0.00,0.15
49.98,-1342,-667,16779,95,37,-2,0.00,0.20
50.03,-244,624,16906,87,21,1,0.00,0.25
49.98,464,90,16626,17,26,-5,0.00,0.30
50.00,798,245,16774,10,12,-5,0.00,0.35
49.99,1050,363,16473,-23,-3,-2,0.00,0.40
50.03,647,535,16971,-85,-2,-4,0.00,0.45
49.98,1741,504,16995,-147,-29,-2,0.00,0.50
49.99,1044,196,16593,-196,-19,-10,0.00,0.55
50.07,1627,516,16980,-138,-22,-4,0.00,0.60
49.94,1630,726,15969,-132,-5,-21,0.00,0.65
49.98,2953,71,17820,-103,4,-20,0.00,0.70
50.01,3724,-211,18946,-114,25,-26,0.00,0.00
50.00,3790,1115,15838,0,7,-2,0.00,0.00
49.98,2739,-1073,18662,34,31,-36,0.00,0.00
50.02,4635,-608,18012,44,23,-12,0.00,0.00
50.00,2274,1614,17420,59,0,-3,0.00,0.05
49.97,1079,376,16328,25,-8,-10,0.00,0.10
50.02,-1190,-1035,16429,12,-8,-22,0.00,0.00
50.00,-3238,-538,16989,9,-20,-19,0.00,0.05
50.06,-2277,-675,17091,13,-16,-21,0.00,0.10
49.94,-1063,-377,17359,-16,-15,-20,0.00,0.15
49.98,-1834,-304,16790,-73,-30,-23,0.00,0.20
50.02,-902,-26,16572,-125,-42,-23,0.00,0.25
50.00,-945,-493,16937,-152,-49,-19,0.00,0.30
49.99,-2107,-607,16990,-151,-40,-25,0.00,0.35
50.02,-1415,-381,16944,-124,-36,-26,0.00,0.40
49.99,-2069,-334,16599,-77,-31,-25,0.00,0.45
49.99,-2239,354,16127,-65,-30,-24,0.00,0.50
50.02,-2317,416,16510,-58,-26,-15,0.00,0.55
49.98,-3603,-241,15968,-57,-22,-16,0.00,0.60
50.00,-4104,-518,16148,-28,-13,-16,0.00,0.65
50.08,-4642,-745,16020,-33,-4,-13,0.00,0.70
49.93,-3166,-600,16383,30,-2,1,0.00,0.75
49.99,851,-479,16538,112,16,0,0.00,0.80
50.02,-1119,-752,16564,100,12,-3,0.00,0.85
50.00,-3189,-645,17143,31,-5,-4,0.00,0.90
49.98,-1438,-2656,17144,-120,-7,-14,0.00,0.95
50.03,2467,-2717,16286,-136,-37,2,0.00,1.00
49.98,340,-2109,17267,-31,-3,-15,0.00,1.05
50.02,-2916,-65,15092,-49,78,-81,0.00,1.10
49.98,-232,-1210,27283,200,36,5,0.00,0.00
50.00,-1161,471,17025,140,27,-5,0.00,0.00
50.06,-1639,1509,19263,89,18,-7,0.00,0.00
49.97,331,525,16288,66,10,-7,0.00,0.05
49.97,847,-183,14579,133,27,-4,0.00,0.00
50.02,657,656,16039,147,19,-3,0.00,0.00
49.99,-205,-492,17494,100,16,-5,0.00,0.05
49.99,121,-907,16099,74,19,-8,0.00,0.10
50.02,389,-1921,16390,28,24,-15,0.00,0.15
50.00,1247,1011,16875,95,-15,2,0.00,0.20
49.98,476,394,16987,-6,-8,-10,0.00,0.25
50.01,-594,-462,16871,-87,4,-21,0.00,0.30
50.02,-516,499,16877,-89,-17,-11,0.00,0.35
49.99,-633,411,17102,-72,-10,-14,0.00,0.40
50.06,-911,6,16879,-18,9,-15,0.00,0.45
49.95,-617,241,17241,-10,3,-12,0.00,0.50
49.98,-262,201,16829,1,9,-14,0.00,0.55
49.99,37,181,16256,43,13,-11,0.00,0.60
50.03,11,90,16156,52,15,-10,0.00,0.65
49.98,-195,-128,16902,61,20,-7,0.00,0.70
50.00,87,502,16855,32,12,0,0.00,0.75
50.02,-17,-235,15686,-14,9,-3,0.00,0.80
50.00,842,267,16173,15,15,0,0.00,0.85
49.99,1532,-293,15974,20,22,-1,0.00,0.90
50.02,1854,473,16576,-23,4,-1,0.00,0.95
49.98,1626,-290,16481,-103,6,-8,0.00,1.00
50.00,1853,365,16474,-114,-4,-7,0.00,1.05
50.07,1921,1237,17054,-143,-18,-10,0.00,1.10
49.94,3259,314,16719,-203,-23,-14,0.00,1.15
49.98,3804,1645,16363,-232,-33,-15,0.00,1.20
50.03,3186,-243,16227,-222,2,-13,0.00,1.25
49.99,2542,1928,12352,-197,-24,50,0.00,1.30
49.98,5841,1005,18865,-81,-14,-18,0.00,0.00
50.02,4327,326,16728,-67,-26,-17,0.00,0.00
50.00,1021,875,16519,-62,-19,-19,0.00,0.05
49.97,-1798,-204,15338,21,-15,-7,0.00,0.10
50.02,-2362,-663,15960,145,1,-3,0.00,0.00
50.00,-1439,-615,16673,152,-9,-3,0.00,0.05
49.98,-1170,-153,16690,72,-15,-12,0.00,0.10
50.09,-1277,-58,16655,1,-12,-17,0.00,0.15
49.93,-1630,-148,16674,8,-13,-8,0.00,0.20
50.02,-1507,-397,16600,32,-15,-12,0.00,0.25
49.99,-1257,-627,16567,49,4,-19,0.00,0.30
49.99,-1306,-628,16448,71,-26,-15,0.00,0.35
50.02,-1875,-330,16122,67,-19,-24,0.00,0.40
50.00,-2272,-93,16195,56,-17,-25,0.00,0.45
49.99,-2233,201,16306,35,-20,-20,0.00,0.50
50.02,-3303,139,16241,22,-21,-14,0.00,0.55
49.98,-4081,-6,15871,41,-12,-13,0.00,0.60
50.00,-3844,-612,16615,90,6,-9,0.00,0.65
50.07,-3531,-270,16500,119,16,-4,0.00,0.70
49.95,-2198,-508,16437,166,8,5,0.00,0.75
49.98,-2139,-211,16916,122,-3,2,0.00,0.80
50.03,-2993,-723,16433,56,12,-3,0.00,0.85
49.98,-1611,-1655,17812,-37,31,-11,0.00,0.90
50.00,1335,-566,17785,-125,22,-32,0.00,0.95
50.02,3950,1389,19278,125,-62,17,0.00,1.00
49.98,1213,-150,17385,-7,-24,6,0.00,0.00
50.00,178,-705,17537,-113,-15,0,0.00,0.05
50.02,-1730,-242,14585,-135,50,-51,0.00,0.10
50.00,-580,1130,17771,-86,1,-6,0.00,0.00
49.98,953,3565,16323,-45,-17,1,0.00,0.00
50.08,-68,1744,17311,34,16,-2,0.00,0.05
49.96,1477,-386,17748,27,-10,0,0.00,0.10
49.97,28,-200,16974,1,8,-7,0.00,0.15
50.03,697,248,16940,13,-10,-3,0.00,0.20
49.99,216,-369,16481,-21,-7,-6,0.00,0.25
49.99,-53,-15,16364,-43,-4,-2,0.00,0.30
50.02,18,101,16497,-19,-2,-1,0.00,0.35
49.98,-217,347,16778,-5,-4,3,0.00,0.40
50.00,-159,136,16917,-1,5,0,0.00,0.45
50.02,-803,-200,16459,28,9,5,0.00,0.50
49.99,-644,-122,16527,29,6,3,0.00,0.55
49.90,-871,-505,16579,-35,18,-7,0.00,0.60
50.09,171,41,16704,-56,-2,-3,0.00,0.65
50.08,-29,-145,16742,-52,2,-7,0.00,0.70
49.93,547,40,15972,-32,3,-7,0.00,0.75
49.99,242,211,16647,-21,14,-8,0.00,0.80
50.02,-5,-74,17280,-52,9,-9,0.00,0.85
49.99,399,172,15982,-51,2,-6,0.00,0.90
49.98,1188,-199,16588,-74,-10,-5,0.00,0.95
50.03,1449,295,16575,-107,-9,-4,0.00,1.00
49.98,1111,52,16779,-77,5,-6,0.00,1.05
50.00,825,-120,16340,20,15,-5,0.00,1.10
50.02,1854,389,15659,94,22,-5,0.00,1.15
49.98,1126,644,17072,47,23,-9,0.00,1.20
50.00,2485,3208,17614,24,5,-4,0.00,1.25
50.06,4084,3591,18222,61,-12,9,0.00,0.00
49.98,5227,3259,13791,33,78,26,0.00,0.00
49.96,5312,1943,16602,63,3,2,0.00,0.00
50.03,4869,2369,15029,88,-10,13,0.00,0.05
49.98,4892,-1048,18839,-13,1,-6,0.00,0.10
50.00,3573,733,18126,28,-5,-1,0.00,0.00
50.02,1032,504,17395,-15,-18,-6,0.00,0.05
50.00,-2041,-366,17185,-62,-31,-6,0.00,0.10
49.99,-3077,456,17136,-37,-34,-6,0.00,0.15
50.02,-1260,-45,16190,18,-28,4,0.00,0.20
50.00,-1024,-144,16517,37,-10,7,0.00,0.00
49.99,-919,-585,16597,30,-19,9,0.00,0.05
50.07,-1351,-48,16545,8,-25,15,0.00,0.10
49.94,-720,-267,16088,33,-71,17,0.00,0.15
49.98,-1743,-411,16958,-26,-14,23,0.00,0.20
50.02,-1373,-312,16917,-16,-18,23,0.00,0.25
49.98,-2249,-44,16429,-11,-21,27,0.00,0.30
50.00,-2518,185,15974,-27,-13,32,0.00,0.35
50.02,-3118,-275,16591,-35,0,37,0.00,0.40
49.98,-3723,-540,16296,-44,-21,33,0.00,0.45
50.00,-3891,-786,15529,-65,-21,33,0.00,0.50
50.02,-3989,62,16194,-39,-21,36,0.00,0.55
49.98,-3686,-690,16256,-20,-17,36,0.00,0.60
50.00,-2150,-2483,16433,4,-6,28,0.00,0.65
50.07,-2085,-466,15608,4,0,21,0.00,0.70
49.94,650,-75,16762,-15,-26,26,0.00,0.75
49.99,5276,2753,17308,42,-12,-15,0.00,0.80
50.01,-1334,387,18568,46,77,-5,0.00,0.00
50.00,-806,204,17620,47,35,11,0.00,0.00
49.98,-1295,-1307,17698,-23,20,7,0.00,0.05
50.03,-554,-903,15962,-36,-6,12,0.00,0.10
49.98,-978,905,16811,-53,-11,8,0.00,0.00
50.00,402,38,16609,9,-3,13,0.00,0.05
50.02,1405,621,15711,40,-13,18,0.00,0.10
49.98,662,1820,16828,-5,-16,15,0.00,0.15
49.98,886,315,16882,-64,-15,5,0.00,0.20
50.10,988,-120,16635,-73,-21,9,0.00,0.25
49.92,985,658,16473,6,-7,9,0.00,0.30
49.99,886,247,17006,27,-4,11,0.00,0.35
50.02,-106,243,17042,59,2,12,0.00,0.40
49.99,318,1356,16652,89,-4,16,0.00,0.45
49.99,518,210,15750,34,13,5,0.00,0.50
50.02,-639,-292,16305,22,14,4,0.00,0.55
50.00,-970,302,16224,-6,7,4,0.00,0.60
49.99,-585,236,16655,23,14,3,0.00,0.65
49.99,28,-487,17018,36,21,1,0.00,0.70
50.03,-170,-209,16578,41,9,5,0.00,0.75
49.98,-1202,-702,16471,33,17,-4,0.00,0.80
50.00,-874,119,16797,8,3,2,0.00,0.85
50.07,731,123,16992,-28,-13,-2,0.00,0.90
49.95,657,318,16301,-68,-5,1,0.00,0.95
49.97,237,-6,16547,-64,-5,3,0.00,1.00
50.03,410,-100,16446,-33,-1,2,0.00,1.05
49.98,-231,901,16666,-47,2,-1,0.00,1.10
50.00,1050,631,16543,-108,-15,-2,0.00,1.15
50.02,1348,432,16969,-109,-15,3,0.00,1.20
50.00,1639,539,16437,-74,-4,1,0.00,1.25
49.98,2005,-58,16894,-29,6,1,0.00,1.30
50.03,1239,632,17416,5,5,1,0.00,1.35
49.98,1472,1185,16755,18,11,-1,0.00,1.40
49.98,3866,773,16592,45,-2,7,0.00,1.45
50.08,4864,895,16280,66,27,9,0.00,1.50
49.95,3020,585,15166,114,52,10,0.00,1.55
49.98,3764,1674,15149,143,57,54,0.00,0.00
50.03,3545,1193,18910,155,27,10,0.00,0.05
49.98,4078,1781,18178,137,37,15,0.00,0.00
49.98,2986,48,17226,66,7,-2,0.00,0.00
50.03,-887,-681,17502,-88,-28,-19,0.00,0.05
49.98,-2068,-735,16296,-209,-55,-36,0.00,0.10
50.00,-2214,-68,15972,-173,-71,-18,0.00,0.15
50.02,-1943,-530,17042,-128,-48,-22,0.00,0.20
49.99,-798,-406,16287,-107,-38,-21,0.00,0.25
49.99,-1269,-9,16521,-111,-33,-26,0.00,0.30
50.07,-1429,-214,16612,-106,-33,-21,0.00,0.35
49.95,-972,-216,16248,-99,-43,-14,0.00,0.40
49.98,-1504,-478,16227,-85,-38,-12,0.00,0.45
50.02,-1959,-67,16601,-89,-38,-15,0.00,0.50
50.00,-1967,-516,16420,-67,-31,-17,0.00,0.55
49.99,-2727,-300,16411,-52,-26,-13,0.00,0.60
50.02,-2487,241,16731,-15,-21,-9,0.00,0.65
49.98,-2844,-355,16345,-2,-10,-14,0.00,0.70
50.02,-3271,-455,16115,-19,-9,-17,0.00,0.75
49.98,-3165,-496,16561,15,-11,-6,0.00,0.80
49.99,-2232,-205,15731,64,-3,-3,0.00,0.85
50.07,-2202,-939,16791,45,-4,1,0.00,0.90
49.94,-1866,363,16472,-24,0,-6,0.00,0.95
49.98,-168,2118,15925,-64,-26,-2,0.00,1.00
50.03,179,959,18490,-125,-46,-2,0.00,1.05
49.98,2803,-202,18306,-162,-71,0,0.00,0.00
50.00,375,-4365,17775,-94,26,-32,0.00,0.00
50.02,-1160,-705,17210,-27,14,-17,0.00,0.05
49.98,-292,-291,16553,-54,15,-25,0.00,0.10
50.00,131,-1066,15508,-33,16,-20,0.00,0.15
50.01,417,1230,16900,0,-12,-2,0.00,0.00
50.01,1322,767,17069,5,-21,4,0.00,0.05
49.98,580,-1085,16970,-41,-1,-10,0.00,0.10
50.09,299,109,16306,-51,-11,-6,0.00,0.15
49.93,571,440,16381,-59,-21,-3,0.00,0.20
49.99,-410,361,16604,-45,31,-24,0.00,0.25
50.02,547,136,17141,57,7,-4,0.00,0.30
49.99,1065,252,17161,60,13,-7,0.00,0.35
49.98,692,498,16696,79,11,-2,0.00,0.40
50.03,-201,-483,17133,44,29,-12,0.00,0.45
49.98,632,137,16467,56,6,-3,0.00,0.50
50.00,473,-49,16597,41,7,0,0.00,0.55
50.00,513,-378,16550,30,5,0,0.00,0.60
50.02,236,-508,16696,0,2,-7,0.00,0.65
49.99,233,249,16652,13,-3,-4,0.00,0.70
49.99,-71,-20,16535,-24,-3,-10,0.00,0.75
50.06,-177,434,16525,-26,-8,-7,0.00,0.80
49.95,-385,-120,16562,-16,1,-8,0.00,0.85
49.98,384,63,16651,31,7,-4,0.00,0.90
50.03,-191,-49,17167,44,10,-3,0.00,0.95
49.98,127,570,16918,53,9,0,0.00,1.00
50.00,-291,-66,16748,31,6,-3,0.00,1.05
50.02,-455,-190,16962,42,10,-1,0.00,1.10
50.00,131,46,16806,59,11,4,0.00,1.15
49.99,-748,-3205,16801,93,30,0,0.00,1.20
50.02,-1358,941,19021,121,17,13,0.00,1.25
49.98,572,714,15181,32,-4,10,0.00,0.00
50.00,-347,-669,16521,-29,14,-6,0.00,0.00
50.07,691,53,17315,-13,-14,4,0.00,0.05
49.95,37,-55,17040,-51,-4,-4,0.00,0.10
49.98,781,86,16054,-2,-10,5,0.00,0.15
50.00,72,80,17060,13,4,1,0.00,0.20
50.02,785,95,16648,49,4,4,0.00,0.25
50.00,322,-158,16825,61,9,4,0.00,0.30
49.98,307,130,16400,36,1,3,0.00,0.35
50.03,-162,250,17039,24,2,1,0.00,0.40
49.98,-53,224,16990,39,8,2,0.00,0.45
50.00,-349,329,16640,26,8,4,0.00,0.50
50.02,-141,303,16781,42,8,3,0.00,0.55
49.98,-191,-338,16732,54,21,4,0.00,0.60
49.99,-67,-286,16490,71,19,7,0.00,0.65
49.99,983,71,16503,79,14,6,0.00,0.70
50.08,2388,454,17051,41,7,6,0.00,0.75
49.95,2622,391,17336,3,8,2,0.00,0.80
49.98,1008,-10,17339,-12,3,-1,0.00,0.85
50.02,453,459,17189,-73,-8,-10,0.00,0.90
50.00,-794,861,16432,-137,-26,-20,0.00,0.95
49.99,375,101,16182,-145,-30,-21,0.00,1.00
50.02,1052,276,17203,-120,-47,-12,0.00,1.05
50.00,-1078,-188,15956,-121,-26,-16,0.00,1.10
49.98,-929,118,16474,-79,-26,-6,0.00,1.15
50.03,-1020,121,16449,-38,-9,-7,0.00,1.20
49.98,-322,279,16542,46,6,0,0.00,1.25
49.98,-458,112,16953,131,28,6,0.00,1.30
50.07,248,-683,16655,110,23,7,0.00,1.35
49.95,806,157,16906,58,8,4,0.00,1.40
49.98,349,-109,16889,33,10,5,0.00,1.45
50.02,-287,-898,16464,81,20,9,0.00,1.50
50.00,2802,-879,17223,124,-3,24,0.00,1.55
49.98,1662,-1262,15569,80,12,10,0.00,1.60
50.02,-450,-1349,16615,-5,25,-1,0.00,0.00
50.00,351,558,17233,-90,-34,1,0.00,0.05
49.97,1289,-1242,16077,-189,-79,-9,0.00,0.10
50.03,-1205,995,17812,-194,-18,-17,0.00,0.15
49.98,-414,1508,16706,-39,-21,2,0.00,0.00
50.00,323,2159,16788,-12,-20,8,0.00,0.05
73.44,-1203,556,16389,-26,7,-4,0.00,0.17
26.59,-1988,454,16408,-21,23,-2,0.00,0.17
49.97,-250,1533,17964,98,-23,21,0.00,0.20
50.02,-1355,364,16532,55,0,4,0.00,0.00
50.01,-1125,1447,17429,72,8,6,0.00,0.05
49.98,-336,409,16589,53,-4,9,0.00,0.10
50.02,-317,-589,16468,65,11,8,0.00,0.15
49.98,-479,-46,16675,91,14,8,0.00,0.20
50.00,-2348,-1418,16982,99,30,6,0.00,0.25
50.02,-1569,-14,16779,91,10,7,0.00,0.30
49.98,-1138,-386,16730,31,10,-1,0.00,0.35
49.98,-795,-167,16597,0,2,-3,0.00,0.40
50.08,-1273,-165,16676,10,10,0,0.00,0.45
49.95,-1312,-86,16747,33,18,-1,0.00,0.50
49.98,-1213,-163,17094,23,12,2,0.00,0.55
50.02,-736,-198,16996,-20,11,0,0.00,0.60
49.98,815,281,16576,-48,1,-1,0.00,0.65
50.00,471,200,17158,-21,2,4,0.00,0.70
50.00,-428,-163,17363,-17,11,2,0.00,0.75
50.02,349,-39,17166,-49,-4,2,0.00,0.80
49.98,770,245,17260,-112,-18,2,0.00,0.85
50.00,1402,574,16761,-105,-14,4,0.00,0.90
50.02,1248,482,16665,-34,1,4,0.00,0.95
49.99,751,-281,16908,-23,6,1,0.00,1.00
49.99,519,210,16691,-9,8,0,0.00,1.05
50.07,1632,130,15959,12,2,3,0.00,1.10
49.94,2237,841,17141,-25,2,0,0.00,1.15
49.91,3284,1259,16494,29,9,5,0.00,1.20
50.10,2544,1348,16613,82,11,1,0.00,1.25
49.99,1553,1104,16897,19,17,4,0.00,1.30
49.99,3799,1678,17318,-32,-14,2,0.00,1.35
